,store_name,product_ref,Año,semana,Ema,Costo unitario,Venta costo EMA,Venta costo %,Acumulado costo,Desviacion EMA,Desviacion EMA %,acumulado_cantidad,coef_ventas,acumulado_desviacion,acumulado_desviacion_p,acumulado_combinado,Clasificacion,Nivel de servicio
26238,SUCURSAL CALLE 6,DCS10352137,2025.0,39,0.334917,45564.92,15260.47,0.0003,0.9277,10834.9,0.71,0.95,8.0,2097427.4,1.0,0.94,B,0.95
11752,SUCURSAL CALLE 6,BLS00297125,2025.0,39,0.333176,44908.06,14962.29,0.0003,0.9295,5984.9,0.4,0.95,6.0,2097427.8,1.0,0.94,B,0.95
6332,SUCURSAL CALLE 6,BCS00462125,2025.0,39,0.33015,109340.45,36098.75,0.0008,0.8137,28518.0,0.79,0.95,10.285714285714285,2097428.59,1.0,0.91,B,0.95
21693,SUCURSAL CALLE 6,DAR02205025,2025.0,39,0.325848,51795.28,16877.39,0.0004,0.9154,10126.4,0.6,0.95,9.0,2097429.19,1.0,0.94,B,0.95
22350,SUCURSAL CALLE 6,DAR03196025,2025.0,39,0.322034,37574.74,12100.34,0.0003,0.9466,9317.3,0.77,0.95,12.0,2097429.96,1.0,0.95,C,0.5
7055,SUCURSAL CALLE 6,BCS00734125,2025.0,39,0.318983,35726.57,11396.17,0.0002,0.9505,5128.3,0.45,0.95,6.545454545454546,2097430.41,1.0,0.95,C,0.5
25633,SUCURSAL CALLE 6,DCS00386138,2025.0,39,0.318395,93996.23,29927.93,0.0006,0.8479,25139.5,0.84,0.95,12.0,2097431.25,1.0,0.92,B,0.95
14638,SUCURSAL CALLE 6,DAB08150025,2025.0,39,0.317096,26974.24,8553.42,0.0002,0.9663,7099.3,0.83,0.95,12.0,2097432.08,1.0,0.96,C,0.5
12198,SUCURSAL CALLE 6,BLS00555125,2025.0,39,0.315995,84153.19,26591.99,0.0006,0.8641,22071.4,0.83,0.95,12.0,2097432.91,1.0,0.92,B,0.95
7216,SUCURSAL CALLE 6,BCS10076125,2025.0,39,0.315249,23626.76,7448.31,0.0002,0.9735,1936.6,0.26,0.95,2.4,2097433.17,0.8,0.96,C,0.5
3869,SUCURSAL CALLE 6,BAP09109125,2025.0,39,0.315124,79779.67,25140.49,0.0005,0.8697,12570.2,0.5,0.95,6.0,2097433.67,1.0,0.93,B,0.95
10170,SUCURSAL CALLE 6,BHS10133125,2025.0,39,0.313924,109016.48,34222.89,0.0007,0.8277,18822.6,0.55,0.95,6.0,2097434.22,1.0,0.91,B,0.95
6040,SUCURSAL CALLE 6,BCS00329125,2025.0,39,0.313758,32553.9,10214.05,0.0002,0.9553,3677.1,0.36,0.95,4.8,2097434.58,1.0,0.95,C,0.5
23417,SUCURSAL CALLE 6,DCE00046137,2025.0,39,0.313404,13067.83,4095.51,0.0001,0.9874,2293.5,0.56,0.95,6.0,2097435.14,1.0,0.96,C,0.5
18888,SUCURSAL CALLE 6,DAE04124025,2025.0,39,0.310722,50374.91,15652.59,0.0003,0.9253,12209.0,0.78,0.95,12.0,2097435.92,1.0,0.94,B,0.95
5341,SUCURSAL CALLE 6,BCS00007125,2025.0,39,0.310146,16846.67,5224.93,0.0001,0.9817,2664.7,0.51,0.95,4.0,2097436.43,1.0,0.96,C,0.5
21556,SUCURSAL CALLE 6,DAR02123025,2025.0,39,0.309752,55622.79,17229.27,0.0004,0.9142,5685.7,0.33,0.95,3.0,2097436.76,0.8,0.94,B,0.95
14947,SUCURSAL CALLE 6,DAB08227025,2025.0,39,0.30878,73601.22,22726.58,0.0005,0.8797,13863.2,0.61,0.95,4.0,2097437.37,1.0,0.93,B,0.95
21104,SUCURSAL CALLE 6,DAP08015025,2025.0,39,0.308469,76622.58,23635.69,0.0005,0.8752,6145.3,0.26,0.95,6.0,2097437.63,1.0,0.93,B,0.95
5033,SUCURSAL CALLE 6,BCE00943125,2025.0,39,0.307208,139784.51,42942.92,0.0009,0.7695,20183.2,0.47,0.95,6.0,2097438.1,1.0,0.9,B,0.95
10082,SUCURSAL CALLE 6,BHS00726125,2025.0,39,0.306277,58558.75,17935.2,0.0004,0.9074,8967.6,0.5,0.95,6.0,2097438.6,1.0,0.94,B,0.95
6751,SUCURSAL CALLE 6,BCS00603125,2025.0,39,0.304916,68800.57,20978.39,0.0005,0.8882,13845.7,0.66,0.95,9.0,2097439.26,1.0,0.93,B,0.95
20527,SUCURSAL CALLE 6,DAE08260189,2025.0,39,0.300238,44804.0,13451.86,0.0003,0.9391,69546.1,5.17,0.95,12.0,2097444.43,1.0,0.95,C,0.5
6510,SUCURSAL CALLE 6,BCS00535125,2025.0,39,0.296549,64447.38,19111.81,0.0004,0.901,6306.9,0.33,0.95,2.4,2097444.76,0.8,0.94,B,0.95
22977,SUCURSAL CALLE 6,DAS07803025,2025.0,39,0.295108,30960.4,9136.66,0.0002,0.9627,8953.9,0.98,0.95,12.0,2097445.74,1.0,0.95,C,0.5
6759,SUCURSAL CALLE 6,BCS00605125,2025.0,39,0.292486,143934.47,42098.82,0.0009,0.7731,23575.3,0.56,0.95,8.0,2097446.3,1.0,0.9,B,0.95
15508,SUCURSAL CALLE 6,DAB09227025,2025.0,39,0.288693,28354.78,8185.83,0.0002,0.9685,4665.9,0.57,0.95,4.0,2097446.87,1.0,0.96,C,0.5
18962,SUCURSAL CALLE 6,DAE04189025,2025.0,39,0.288628,18474.11,5332.15,0.0001,0.9808,3572.5,0.67,0.95,4.0,2097447.54,1.0,0.96,C,0.5
7120,SUCURSAL CALLE 6,BCS00753125,2025.0,39,0.28678,146349.71,41970.17,0.0009,0.774,16788.1,0.4,0.95,6.0,2097447.94,1.0,0.9,B,0.95
7087,SUCURSAL CALLE 6,BCS00745125,2025.0,39,0.286654,69758.84,19996.65,0.0004,0.8954,5799.0,0.29,0.95,4.8,2097448.23,1.0,0.94,B,0.95
12264,SUCURSAL CALLE 6,BLS00588125,2025.0,39,0.28574,38172.59,10907.44,0.0002,0.9531,6435.4,0.59,0.95,4.0,2097448.82,1.0,0.95,C,0.5
24962,SUCURSAL CALLE 6,DCE10128138,2025.0,39,0.28563,30297.28,8653.81,0.0002,0.9657,7009.6,0.81,0.96,12.0,2097449.63,1.0,0.96,C,0.5
9610,SUCURSAL CALLE 6,BHS00415125,2025.0,39,0.285218,128069.06,36527.6,0.0008,0.8105,29952.6,0.82,0.96,12.0,2097450.45,1.0,0.91,B,0.95
23033,SUCURSAL CALLE 6,DAS07815025,2025.0,39,0.284853,47542.99,13542.76,0.0003,0.9385,11240.5,0.83,0.96,12.0,2097451.28,1.0,0.95,C,0.5
27618,SUCURSAL CALLE 6,DLE00948189,2025.0,39,0.284458,7027.0,1998.89,0.0,0.9974,779.6,0.39,0.96,4.0,2097451.67,1.0,0.97,C,0.5
13351,SUCURSAL CALLE 6,DAB02752025,2025.0,39,0.283937,26526.12,7531.75,0.0002,0.9723,2410.2,0.32,0.96,4.8,2097451.99,1.0,0.96,C,0.5
14630,SUCURSAL CALLE 6,DAB08146025,2025.0,39,0.283219,47959.92,13583.16,0.0003,0.9376,4210.8,0.31,0.96,3.0,2097452.3,0.8,0.95,C,0.5
15491,SUCURSAL CALLE 6,DAB09220025,2025.0,39,0.283143,10372.07,2936.78,0.0001,0.9938,1732.7,0.59,0.96,4.0,2097452.89,1.0,0.97,C,0.5
5008,SUCURSAL CALLE 6,BCE00924125,2025.0,39,0.282449,28102.22,7937.44,0.0002,0.9699,3810.0,0.48,0.96,6.0,2097453.37,1.0,0.96,C,0.5
15202,SUCURSAL CALLE 6,DAB09037025,2025.0,39,0.281399,20295.71,5711.19,0.0001,0.9793,4740.3,0.83,0.96,6.0,2097454.2,1.0,0.97,C,0.5
9602,SUCURSAL CALLE 6,BHS00410125,2025.0,39,0.280698,94157.4,26429.79,0.0006,0.8647,20879.5,0.79,0.96,12.0,2097454.99,1.0,0.93,B,0.95
4975,SUCURSAL CALLE 6,BCE00899125,2025.0,39,0.280426,53407.68,14976.9,0.0003,0.9292,9435.4,0.63,0.96,6.0,2097455.62,1.0,0.95,C,0.5
24121,SUCURSAL CALLE 6,DCE00653189,2025.0,39,0.279992,5576.44,1561.36,0.0,0.9974,874.4,0.56,0.96,6.0,2097456.18,1.0,0.97,C,0.5
25175,SUCURSAL CALLE 6,DCS00035189,2025.0,39,0.279456,4992.02,1395.05,0.0,0.9974,1088.1,0.78,0.96,12.0,2097456.96,1.0,0.97,C,0.5
14429,SUCURSAL CALLE 6,DAB08080025,2025.0,39,0.277106,23366.46,6474.99,0.0001,0.9774,3302.2,0.51,0.96,8.0,2097457.47,1.0,0.97,C,0.5
27682,SUCURSAL CALLE 6,DLE01024189,2025.0,39,0.274117,6950.0,1905.11,0.0,0.9974,876.4,0.46,0.96,8.0,2097457.93,1.0,0.97,C,0.5
9513,SUCURSAL CALLE 6,BHS00391125,2025.0,39,0.27333,54844.63,14990.68,0.0003,0.9289,6446.0,0.43,0.96,6.0,2097458.36,1.0,0.95,C,0.5
6967,SUCURSAL CALLE 6,BCS00707125,2025.0,39,0.273007,107467.64,29339.42,0.0006,0.8509,27579.1,0.94,0.96,12.0,2097459.3,1.0,0.93,B,0.95
13964,SUCURSAL CALLE 6,DAB04788025,2025.0,39,0.27277,10452.05,2851.01,0.0001,0.9945,1482.5,0.52,0.96,6.0,2097459.82,1.0,0.97,C,0.5
13852,SUCURSAL CALLE 6,DAB04640025,2025.0,39,0.272254,16642.34,4530.94,0.0001,0.9854,2627.9,0.58,0.96,9.0,2097460.4,1.0,0.97,C,0.5
21460,SUCURSAL CALLE 6,DAR02052025,2025.0,39,0.271449,12853.06,3488.95,0.0001,0.9906,2651.6,0.76,0.96,12.0,2097461.16,1.0,0.97,C,0.5
23290,SUCURSAL CALLE 6,DAX02772025,2025.0,39,0.270066,35395.0,9558.99,0.0002,0.9595,8029.6,0.84,0.96,12.0,2097462.0,1.0,0.96,C,0.5
14863,SUCURSAL CALLE 6,DAB08205025,2025.0,39,0.268068,49140.95,13173.12,0.0003,0.9412,7113.5,0.54,0.96,6.0,2097462.54,1.0,0.95,C,0.5
24013,SUCURSAL CALLE 6,DCE00609137,2025.0,39,0.264936,33048.0,8755.6,0.0002,0.9649,5691.1,0.65,0.96,8.0,2097463.19,1.0,0.96,C,0.5
27395,SUCURSAL CALLE 6,DLE00668137,2025.0,39,0.264936,20631.0,5465.89,0.0001,0.98,3552.8,0.65,0.96,8.0,2097463.84,1.0,0.97,C,0.5
10917,SUCURSAL CALLE 6,BLS00018125,2025.0,39,0.260572,30438.69,7931.47,0.0002,0.9701,2062.2,0.26,0.96,4.0,2097464.1,1.0,0.96,C,0.5
1695,SUCURSAL CALLE 6,BAC00123125,2025.0,39,0.259674,57174.75,14846.8,0.0003,0.9304,5344.8,0.36,0.96,4.8,2097464.46,1.0,0.95,C,0.5
2454,SUCURSAL CALLE 6,BAE02325125,2025.0,39,0.256,261359.75,66908.1,0.0014,0.6675,56871.9,0.85,0.96,12.0,2097465.31,1.0,0.87,B,0.95
267,SUCURSAL CALLE 6,ALG20W50030,2025.0,39,0.256,102616.03,26269.7,0.0006,0.8659,22329.2,0.85,0.96,12.0,2097466.16,1.0,0.93,B,0.95
5129,SUCURSAL CALLE 6,BCE01038125,2025.0,39,0.256,88496.1,22655.0,0.0005,0.8802,19256.8,0.85,0.96,12.0,2097467.01,1.0,0.94,B,0.95
14646,SUCURSAL CALLE 6,DAB08151025,2025.0,39,0.256,26008.68,6658.22,0.0001,0.9769,5659.5,0.85,0.96,12.0,2097467.86,1.0,0.97,C,0.5
14253,SUCURSAL CALLE 6,DAB08026025,2025.0,39,0.256,25309.41,6479.21,0.0001,0.9773,5507.3,0.85,0.96,12.0,2097468.71,1.0,0.97,C,0.5
15170,SUCURSAL CALLE 6,DAB09026025,2025.0,39,0.256,12223.4,3129.19,0.0001,0.9923,2659.8,0.85,0.96,12.0,2097469.56,1.0,0.97,C,0.5
22945,SUCURSAL CALLE 6,DAS00719189,2025.0,39,0.256,6802.0,1741.31,0.0,0.9974,1480.1,0.85,0.96,12.0,2097470.41,1.0,0.97,C,0.5
8775,SUCURSAL CALLE 6,BHE00892125,2025.0,39,0.255871,143381.0,36687.04,0.0008,0.8081,22012.2,0.6,0.96,6.0,2097471.01,1.0,0.91,B,0.95
8243,SUCURSAL CALLE 6,BHE00648125,2025.0,39,0.255538,141040.7,36041.26,0.0008,0.8145,20543.5,0.57,0.96,8.0,2097471.58,1.0,0.91,B,0.95
27435,SUCURSAL CALLE 6,DLE00708189,2025.0,39,0.255538,10760.05,2749.6,0.0001,0.9954,1567.3,0.57,0.96,8.0,2097472.15,1.0,0.97,C,0.5
3566,SUCURSAL CALLE 6,BAE09111125,2025.0,39,0.255362,54129.01,13822.49,0.0003,0.9355,10781.5,0.78,0.96,12.0,2097472.93,1.0,0.95,C,0.5
21862,SUCURSAL CALLE 6,DAR02366025,2025.0,39,0.251829,48009.84,12090.27,0.0003,0.9472,6891.5,0.57,0.96,4.0,2097473.5,1.0,0.96,C,0.5
8151,SUCURSAL CALLE 6,BHE00349125,2025.0,39,0.251624,165682.42,41689.67,0.0009,0.7767,53362.8,1.28,0.96,12.0,2097474.78,1.0,0.91,B,0.95
10885,SUCURSAL CALLE 6,BLS00005125,2025.0,39,0.250871,17948.0,4502.63,0.0001,0.9857,3872.3,0.86,0.96,12.0,2097475.64,1.0,0.97,C,0.5
12523,SUCURSAL CALLE 6,BLS00731125,2025.0,39,0.248703,28586.86,7109.64,0.0002,0.9749,2630.6,0.37,0.96,7.199999999999999,2097476.01,1.0,0.96,C,0.5
10138,SUCURSAL CALLE 6,BHS10073125,2025.0,39,0.247443,97993.84,24247.89,0.0005,0.8717,10426.6,0.43,0.96,5.142857142857142,2097476.44,1.0,0.93,B,0.95
13560,SUCURSAL CALLE 6,DAB02919025,2025.0,39,0.2474,45119.8,11162.64,0.0002,0.9517,8148.7,0.73,0.96,6.0,2097477.17,1.0,0.96,C,0.5
5137,SUCURSAL CALLE 6,BCE01040125,2025.0,39,0.247294,55924.0,13829.67,0.0003,0.9352,5808.5,0.42,0.96,6.0,2097477.59,1.0,0.95,C,0.5
26864,SUCURSAL CALLE 6,DCX20225137,2025.0,39,0.246911,208309.83,51433.99,0.0011,0.742,41147.2,0.8,0.96,6.0,2097478.39,1.0,0.89,B,0.95
13600,SUCURSAL CALLE 6,DAB02933025,2025.0,39,0.246447,15214.08,3749.46,0.0001,0.9893,1349.8,0.36,0.96,4.8,2097478.75,1.0,0.97,C,0.5
6615,SUCURSAL CALLE 6,BCS00564125,2025.0,39,0.245662,179846.05,44181.34,0.001,0.765,15463.5,0.35,0.96,6.0,2097479.1,1.0,0.9,B,0.95
14735,SUCURSAL CALLE 6,DAB08177025,2025.0,39,0.245497,39792.16,9768.86,0.0002,0.9585,2833.0,0.29,0.96,3.0,2097479.39,0.8,0.96,C,0.5
13633,SUCURSAL CALLE 6,DAB02959025,2025.0,39,0.245144,19576.59,4799.08,0.0001,0.9836,1439.7,0.3,0.96,4.0,2097479.69,1.0,0.97,C,0.5
25803,SUCURSAL CALLE 6,DCS00585137,2025.0,39,0.244894,78896.02,19321.16,0.0004,0.8998,9660.6,0.5,0.96,8.0,2097480.19,1.0,0.94,B,0.95
14988,SUCURSAL CALLE 6,DAB08240025,2025.0,39,0.244637,56181.98,13744.19,0.0003,0.9361,6047.4,0.44,0.97,8.0,2097480.63,1.0,0.96,C,0.5
15525,SUCURSAL CALLE 6,DAB09240025,2025.0,39,0.244637,17365.27,4248.19,0.0001,0.9869,1869.2,0.44,0.97,8.0,2097481.07,1.0,0.98,C,0.5
13884,SUCURSAL CALLE 6,DAB04671025,2025.0,39,0.244221,8415.77,2055.31,0.0,0.9974,1737296487.6,845272.24,0.97,0.0,2942753.31,0.0,0.98,C,0.5
10347,SUCURSAL CALLE 6,BLE00072125,2025.0,39,0.240224,21701.97,5213.33,0.0001,0.9818,4222.8,0.81,0.97,12.0,2942754.12,1.0,0.97,C,0.5
26106,SUCURSAL CALLE 6,DCS00924139,2025.0,39,0.239272,17500.36,4187.35,0.0001,0.9872,3098.6,0.74,0.97,8.0,2942754.86,1.0,0.98,C,0.5
24210,SUCURSAL CALLE 6,DCE00685145,2025.0,39,0.239238,12980.68,3105.47,0.0001,0.9924,2422.3,0.78,0.97,6.0,2942755.64,1.0,0.98,C,0.5
14566,SUCURSAL CALLE 6,DAB08131025,2025.0,39,0.238966,17383.49,4154.06,0.0001,0.9873,1537.0,0.37,0.97,6.0,2942756.01,1.0,0.98,C,0.5
363,SUCURSAL CALLE 6,ALQ20W50051,2025.0,39,0.238722,19214.75,4586.98,0.0001,0.9849,2752.2,0.6,0.97,8.0,2942756.61,1.0,0.97,C,0.5
275,SUCURSAL CALLE 6,ALG20W50051,2025.0,39,0.237794,70202.32,16693.69,0.0004,0.9178,11017.8,0.66,0.97,10.0,2942757.27,1.0,0.96,C,0.5
16407,SUCURSAL CALLE 6,DAC00085025,2025.0,39,0.237259,43166.76,10241.7,0.0002,0.9551,3994.3,0.39,0.97,4.0,2942757.66,1.0,0.97,C,0.5
27699,SUCURSAL CALLE 6,DLE01034189,2025.0,39,0.236882,14933.0,3537.36,0.0001,0.9903,4492.4,1.27,0.97,12.0,2942758.93,1.0,0.98,C,0.5
15729,SUCURSAL CALLE 6,DAB12768025,2025.0,39,0.234946,74407.38,17481.72,0.0004,0.9114,8391.2,0.48,0.97,5.333333333333333,2942759.41,1.0,0.95,C,0.5
12683,SUCURSAL CALLE 6,BLS10052125,2025.0,39,0.234692,13718.25,3219.56,0.0001,0.992,1159.0,0.36,0.97,6.0,2942759.77,1.0,0.98,C,0.5
3812,SUCURSAL CALLE 6,BAP08109125,2025.0,39,0.233498,116299.03,27155.59,0.0006,0.8611,20095.1,0.74,0.97,12.0,2942760.51,1.0,0.94,B,0.95
13844,SUCURSAL CALLE 6,DAB04639025,2025.0,39,0.232955,22345.05,5205.39,0.0001,0.9819,2290.4,0.44,0.97,4.0,2942760.95,1.0,0.97,C,0.5
9783,SUCURSAL CALLE 6,BHS00530125,2025.0,39,0.232942,108629.65,25304.41,0.0005,0.8692,9868.7,0.39,0.97,3.0,2942761.34,0.8,0.94,B,0.95
4625,SUCURSAL CALLE 6,BCE00606125,2025.0,39,0.232252,20640.17,4793.72,0.0001,0.9838,2396.9,0.5,0.97,6.857142857142857,2942761.84,1.0,0.97,C,0.5
15443,SUCURSAL CALLE 6,DAB09196025,2025.0,39,0.232147,16531.1,3837.65,0.0001,0.9888,2187.5,0.57,0.97,6.0,2942762.41,1.0,0.98,C,0.5
22969,SUCURSAL CALLE 6,DAS07802025,2025.0,39,0.232037,43973.48,10203.47,0.0002,0.9559,2857.0,0.28,0.97,4.0,2942762.69,1.0,0.97,C,0.5
5154,SUCURSAL CALLE 6,BCE10256125,2025.0,39,0.230142,34752.16,7997.93,0.0002,0.9697,6158.4,0.77,0.97,12.0,2942763.46,1.0,0.97,C,0.5
4941,SUCURSAL CALLE 6,BCE00879125,2025.0,39,0.229776,84409.55,19395.29,0.0004,0.8986,14740.4,0.76,0.97,12.0,2942764.22,1.0,0.95,C,0.5
4443,SUCURSAL CALLE 6,BCE00128125,2025.0,39,0.229776,19389.82,4455.32,0.0001,0.9859,3386.0,0.76,0.97,12.0,2942764.98,1.0,0.98,C,0.5
6015,SUCURSAL CALLE 6,BCS00317125,2025.0,39,0.229593,48018.88,11024.8,0.0002,0.9525,11355.5,1.03,0.97,12.0,2942766.01,1.0,0.96,C,0.5
1736,SUCURSAL CALLE 6,BAC00140125,2025.0,39,0.228469,78561.76,17948.93,0.0004,0.907,9871.9,0.55,0.97,6.0,2942766.56,1.0,0.95,C,0.5
7240,SUCURSAL CALLE 6,BCS10104125,2025.0,39,0.228197,30156.29,6881.57,0.0001,0.9761,3027.9,0.44,0.97,4.8,2942767.0,1.0,0.97,C,0.5
11873,SUCURSAL CALLE 6,BLS00402125,2025.0,39,0.228114,38499.69,8782.32,0.0002,0.9647,3249.5,0.37,0.97,5.142857142857142,2942767.37,1.0,0.97,C,0.5
12961,SUCURSAL CALLE 6,BWS10084125,2025.0,39,0.227463,29046.67,6607.04,0.0001,0.9771,2180.3,0.33,0.97,4.8,2942767.7,1.0,0.97,C,0.5
8408,SUCURSAL CALLE 6,BHE00718125,2025.0,39,0.226244,146765.7,33204.86,0.0007,0.8333,12949.9,0.39,0.97,4.0,2942768.09,1.0,0.93,B,0.95
21338,SUCURSAL CALLE 6,DAR02005025,2025.0,39,0.226244,29483.95,6670.57,0.0001,0.9768,2601.5,0.39,0.97,4.0,2942768.48,1.0,0.97,C,0.5
28133,SUCURSAL CALLE 6,DLS00311189,2025.0,39,0.223347,8060.09,1800.2,0.0,0.9974,1397897118.6,776523.23,0.97,0.0,3719291.71,0.0,0.98,C,0.5
10018,SUCURSAL CALLE 6,BHS00674125,2025.0,39,0.221258,52907.94,11706.3,0.0003,0.949,7492.0,0.64,0.97,8.0,3719292.35,1.0,0.96,C,0.5
21710,SUCURSAL CALLE 6,DAR02239025,2025.0,39,0.221206,54695.67,12099.01,0.0003,0.9469,12099.0,1.0,0.97,8.0,3719293.35,1.0,0.96,C,0.5
25902,SUCURSAL CALLE 6,DCS00715137,2025.0,39,0.220875,72312.02,15971.92,0.0003,0.9223,5590.2,0.35,0.97,4.0,3719293.7,1.0,0.96,C,0.5
11246,SUCURSAL CALLE 6,BLS00117125,2025.0,39,0.22051,44096.73,9723.77,0.0002,0.9587,8459.7,0.87,0.97,8.0,3719294.57,1.0,0.97,C,0.5
25962,SUCURSAL CALLE 6,DCS00756189,2025.0,39,0.220248,24807.0,5463.69,0.0001,0.9801,3879.2,0.71,0.97,8.0,3719295.28,1.0,0.97,C,0.5
14077,SUCURSAL CALLE 6,DAB04919025,2025.0,39,0.220113,23482.57,5168.82,0.0001,0.9822,4186.7,0.81,0.97,12.0,3719296.09,1.0,0.97,C,0.5
5847,SUCURSAL CALLE 6,BCS00257125,2025.0,39,0.218735,48740.6,10661.28,0.0002,0.9539,11407.6,1.07,0.97,12.0,3719297.16,1.0,0.96,C,0.5
23425,SUCURSAL CALLE 6,DCE00047125,2025.0,39,0.216676,34555.56,7487.36,0.0002,0.9731,6439.1,0.86,0.97,12.0,3719298.02,1.0,0.97,C,0.5
22961,SUCURSAL CALLE 6,DAS07801025,2025.0,39,0.215362,31720.01,6831.28,0.0001,0.9764,3484.0,0.51,0.97,6.0,3719298.53,1.0,0.97,C,0.5
23531,SUCURSAL CALLE 6,DCE00165145,2025.0,39,0.214578,3991.85,856.56,0.0,0.9974,513.9,0.6,0.97,8.0,3719299.13,1.0,0.98,C,0.5
1585,SUCURSAL CALLE 6,BAC00088125,2025.0,39,0.212853,95815.39,20394.59,0.0004,0.8906,14072.3,0.69,0.97,6.0,3719299.82,1.0,0.95,C,0.5
28344,SUCURSAL CALLE 6,DRGCOOLV035,2025.0,39,0.211396,13412.99,2835.45,0.0001,0.9947,1162.5,0.41,0.97,4.0,3719300.23,1.0,0.98,C,0.5
5453,SUCURSAL CALLE 6,BCS00034125,2025.0,39,0.211215,38759.83,8186.66,0.0002,0.9683,4338.9,0.53,0.97,6.0,3719300.76,1.0,0.97,C,0.5
6160,SUCURSAL CALLE 6,BCS00367125,2025.0,39,0.210664,64475.11,13582.58,0.0003,0.9379,11273.5,0.83,0.97,12.0,3719301.59,1.0,0.96,C,0.5
21452,SUCURSAL CALLE 6,DAR02049025,2025.0,39,0.209362,44230.9,9260.27,0.0002,0.9615,4352.3,0.47,0.97,4.0,3719302.06,1.0,0.97,C,0.5
20648,SUCURSAL CALLE 6,DAE09177025,2025.0,39,0.209362,30964.12,6482.71,0.0001,0.9772,3046.9,0.47,0.97,4.0,3719302.53,1.0,0.97,C,0.5
5089,SUCURSAL CALLE 6,BCE00997125,2025.0,39,0.20869,86160.7,17980.88,0.0004,0.9066,9529.9,0.53,0.97,6.0,3719303.06,1.0,0.95,C,0.5
20656,SUCURSAL CALLE 6,DAE09183025,2025.0,39,0.207458,22862.05,4742.92,0.0001,0.9841,2086.9,0.44,0.97,6.0,3719303.5,1.0,0.97,C,0.5
5967,SUCURSAL CALLE 6,BCS00304125,2025.0,39,0.207096,60075.69,12441.44,0.0003,0.9457,9579.9,0.77,0.97,8.0,3719304.27,1.0,0.96,C,0.5
17322,SUCURSAL CALLE 6,DAE00964138,2025.0,39,0.202472,200964.24,40689.63,0.0009,0.7857,50862.0,1.25,0.97,12.0,3719305.52,1.0,0.92,B,0.95
9594,SUCURSAL CALLE 6,BHS00409125,2025.0,39,0.202472,184944.82,37446.15,0.0008,0.8049,46807.7,1.25,0.97,12.0,3719306.77,1.0,0.92,B,0.95
9642,SUCURSAL CALLE 6,BHS00445125,2025.0,39,0.2,147188.76,29437.75,0.0006,0.8503,0.0,0.0,0.97,0.0,3719306.77,0.0,0.93,B,0.95
6823,SUCURSAL CALLE 6,BCS00634125,2025.0,39,0.2,110801.0,22160.2,0.0005,0.8822,0.0,0.0,0.97,0.0,3719306.77,0.0,0.94,B,0.95
3374,SUCURSAL CALLE 6,BAE08111125,2025.0,39,0.2,79697.47,15939.49,0.0003,0.9226,0.0,0.0,0.97,0.0,3719306.77,0.0,0.96,C,0.5
5105,SUCURSAL CALLE 6,BCE01000125,2025.0,39,0.2,79575.3,15915.06,0.0003,0.9229,0.0,0.0,0.97,0.0,3719306.77,0.0,0.96,C,0.5
224,SUCURSAL CALLE 6,ALG10W30051,2025.0,39,0.2,73313.93,14662.79,0.0003,0.9319,0.0,0.0,0.97,0.0,3719306.77,0.0,0.96,C,0.5
1653,SUCURSAL CALLE 6,BAC00112125,2025.0,39,0.2,65722.9,13144.58,0.0003,0.9418,0.0,0.0,0.97,0.0,3719306.77,0.0,0.96,C,0.5
10608,SUCURSAL CALLE 6,BLE00726125,2025.0,39,0.2,54179.33,10835.87,0.0002,0.9533,0.0,0.0,0.97,0.0,3719306.77,0.0,0.96,C,0.5
22700,SUCURSAL CALLE 6,DAR08096025,2025.0,39,0.2,50416.13,10083.23,0.0002,0.9571,0.0,0.0,0.97,0.0,3719306.77,0.0,0.97,C,0.5
21613,SUCURSAL CALLE 6,DAR02140025,2025.0,39,0.2,48156.2,9631.24,0.0002,0.9589,0.0,0.0,0.97,0.0,3719306.77,0.0,0.97,C,0.5
9136,SUCURSAL CALLE 6,BHS00069125,2025.0,39,0.2,45728.71,9145.74,0.0002,0.9623,0.0,0.0,0.97,0.0,3719306.77,0.0,0.97,C,0.5
26501,SUCURSAL CALLE 6,DCX00226137,2025.0,39,0.2,43301.0,8660.2,0.0002,0.9655,0.0,0.0,0.97,0.0,3719306.77,0.0,0.97,C,0.5
22846,SUCURSAL CALLE 6,DAR09096025,2025.0,39,0.2,40023.35,8004.67,0.0002,0.9695,0.0,0.0,0.97,0.0,3719306.77,0.0,0.97,C,0.5
5049,SUCURSAL CALLE 6,BCE00967125,2025.0,39,0.2,38951.0,7790.2,0.0002,0.9711,0.0,0.0,0.98,0.0,3719306.77,0.0,0.98,C,0.5
27337,SUCURSAL CALLE 6,DLE00627189,2025.0,39,0.2,36158.0,7231.6,0.0002,0.9745,0.0,0.0,0.98,0.0,3719306.77,0.0,0.98,C,0.5
7876,SUCURSAL CALLE 6,BHE00137125,2025.0,39,0.2,36153.59,7230.72,0.0002,0.9747,0.0,0.0,0.98,0.0,3719306.77,0.0,0.98,C,0.5
28316,SUCURSAL CALLE 6,DRG0SOTR035,2025.0,39,0.2,34767.69,6953.54,0.0001,0.976,0.0,0.0,0.98,0.0,3719306.77,0.0,0.98,C,0.5
21240,SUCURSAL CALLE 6,DAP08203189,2025.0,39,0.2,29930.27,5986.05,0.0001,0.9786,0.0,0.0,0.98,0.0,3719306.77,0.0,0.98,C,0.5
